Product Name,Price,Rating,No of Reviews,ASIN,Manufacturer,URL
Red Lemon Medium Size Unisex Adult Bange Series Rhombus Shell Design Waterproof Sling Bag With Usb Charging,"1,899",4.1 out of 5 stars,95,‎B09VGNTDRZ,‎Lenovo,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDUzMjI4NjA0NjE4NjA0OjE2OTMyMjE4NTU6c3BfbXRmOjIwMDk4NzE5MDg2ODk4OjowOjo&url=%2FRed-Lemon-Unisex-adult-Waterproof-Charging%2Fdp%2FB09VGNTDRZ%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221855%26sprefix%3Dba%252Caps%252C283%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.1 out of 5 stars,544,‎B0B69M182Q,‎AcefourAccessoriesPvt.Ltd.,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDUzMjI4NjA0NjE4NjA0OjE2OTMyMjE4NTU6c3BfbXRmOjIwMDYzNzg0NDU4Mzk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221855%26sprefix%3Dba%252Caps%252C283%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"WILDHORN 31L Laptop Backpack for Men/Women I Fits upto 15.6"" Laptop I Waterproof I Travel/Business/College Bookbags",599,4.1 out of 5 stars,"1,647",‎B09QL81ZHB,‎WildHorn,https://www.amazon.in//WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL81ZHB/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-61
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,231,3.9 out of 5 stars,"3,866",B07NLB6FRS,"Nivia, Freewill Sports Pvt Ltd. - 391 Leather Complex Kapurthala Road Jalandhar,144021 (Punjab) Contact No. - 0181-5057000,5099000",https://www.amazon.in//Nivia-6853BKGR-Polyester-Black-Grey/dp/B07NLB6FRS/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-62
Gear Vintage2 28L Medium Size Faux Leather Water Resistant Anti Theft Unisex LaptopBackpack- Navy,979,4.4 out of 5 stars,"3,354",‎B07G4HH78P,‎GearMerchandisePVTLTD,https://www.amazon.in//Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-63
ADISA Women's Girls Party Sling Bag Crossbody,394,4.0 out of 5 stars,621,‎B0B2WBJ2H8,‎ADISA,https://www.amazon.in//ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-64
"Dyazo Water Resistant Camera Bag/Case Shoulder Strap Space for Photography Lens and Accessories Compatible for Nikon, Canon, Sony, Panasonic, Samsung & Other SLR/DSLR etc (Black & Silver)",799,4.3 out of 5 stars,539,‎B0BRJLWQ6R,‎Dyazo,https://www.amazon.in//Resistant-Photography-Accessories-Compatible-Panasonic/dp/B0BRJLWQ6R/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-65
Lenovo 15.6-inch Casual Laptop Briefcase T210,979,4.2 out of 5 stars,"20,924",‎B075Y6Y9H5,‎No,https://www.amazon.in//Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-66
"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",609,3.8 out of 5 stars,965,‎B09B277CR5,‎SafariIndustries,https://www.amazon.in//Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-67
Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,843,4.0 out of 5 stars,"6,378",‎B07XVMR33Q,‎AtulituAgency,https://www.amazon.in//ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-68
FRBG-NAVY BLUE LAPTOP BACKPACK,799,5.0 out of 5 stars,1,‎B0B5VHV5NH,"‎FOREVERBAGSIBLDNG.NO.B7B,GALANO.102/103/104,ParasnathComplex,Bhiwandi-421302",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDUzMjI4NjA0NjE4NjA0OjE2OTMyMjE4NTU6c3BfYnRmOjIwMTAzMjc2MzA0MTk4OjowOjo&url=%2FGeneric-FRBG-004-FRBG-NAVY-LAPTOP-BACKPACK%2Fdp%2FB0B5VHV5NH%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221855%26sprefix%3Dba%252Caps%252C283%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
uppercase 14 Ltrs Medium (14.6 Inch) Laptop Backpack 2100EBP1 Roll Top Office College 3x More Water Repellent Sustainable Bags With Rainproof Zippers For Unisex,"1,000",4.2 out of 5 stars,182,‎B0B691HSL3,‎AcefourAccessoriesPvt.Ltd.,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDUzMjI4NjA0NjE4NjA0OjE2OTMyMjE4NTU6c3BfYnRmOjIwMDk3NTc5NTAxNzk4OjowOjo&url=%2FUppercase-Medium-Laptop-Backpack-2100Ebp1%2Fdp%2FB0B691HSL3%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221855%26sprefix%3Dba%252Caps%252C283%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,700",4.0 out of 5 stars,269,‎B0B81YTTWS,‎AcefourAccessoriesPvt.Ltd.,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDUzMjI4NjA0NjE4NjA0OjE2OTMyMjE4NTU6c3BfYXRmX25leHQ6MjAwNjU1MzM2ODQ2OTg6OjA6Og&url=%2FUppercase-Medium-Size-Backpack-_Blue%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221855%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Forever Manifest Large 35 L Laptop Backpack Spacy unisex Backpack with rain cover (Navy Blue),799,No rating,No reviews,‎B0B9JRQ7HH,"‎FOREVERBAGSIBLDNG.NO.B7B,GALANO.102/103/104,ParasnathComplex,Bhiwandi-421302",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDUzMjI4NjA0NjE4NjA0OjE2OTMyMjE4NTU6c3BfYXRmX25leHQ6MjAxMDMyNzYzMDM0OTg6OjA6Og&url=%2FForever-Manifest-Laptop-Backpack-unisex%2Fdp%2FB0B9JRQ7HH%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221855%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,501,4.2 out of 5 stars,"3,518",B071KNXQ7Y,"Freewill Sports Private Limited, Freewill Sports Pvt Ltd. - 391 Leather Complex Kapurthala Road Jalandhar,144021 (Punjab) Contact No. - 0181-5057000,5099000",https://www.amazon.in//Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-51
ADISA 32L large laptop backpack office bag college travel back pack with rain cover,599,3.9 out of 5 stars,331,‎B0BPVCBFM7,‎ADISA,https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-52
Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),709,4.0 out of 5 stars,563,‎B09B28M2RN,‎SafariIndustries,https://www.amazon.in//Safari-Sheild-Resistant-Casual-Backpack/dp/B09B28M2RN/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-53
Nelle Harper Women's Handbag,959,3.6 out of 5 stars,"1,926",‎B07JGQM7DC,‎RedTurksIndia,https://www.amazon.in//Nelle-Harper-Womens-Sling-Green/dp/B07JGQM7DC/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-54
Skybags Unisex Gucci Fabric Backpacks,849,3.9 out of 5 stars,412,‎B0B21XCFRM,"‎VIPIndustriesLimited,DGPHouse, 88C,OldPrabhadeviRoad,Prabhadevi,Mumbai400025.India",https://www.amazon.in//Skybags-Unisex-Gucci-Fabric-Backpacks/dp/B0B21XCFRM/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-55
"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",599,3.6 out of 5 stars,283,‎B0BYB631NR,‎Ramaluxurystore,https://www.amazon.in//TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-56
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",700,4.2 out of 5 stars,"1,012",‎B08R7S55H4,‎Lenovo,https://www.amazon.in//Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-57
Arctic Hunter Backpack for Men Premium Business Backpack Office Travel Laptop Bag with 15.6 Inch Laptop Pocket Water/Scratch-resistant Multiple Pocket Comfortable and Padded Backpack for Men,"5,699",4.4 out of 5 stars,183,‎B0B6FNPN76,‎Lenovo,https://www.amazon.in//Backpack-Business-Scratch-resistant-Multiple-Comfortable/dp/B0B6FNPN76/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-58
Red Lemon Medium Size Unisex Adult Bange Series Rhombus Shell Design Waterproof Sling Bag With Usb Charging,"1,899",4.1 out of 5 stars,95,‎B09VGNTDRZ,‎Lenovo,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDUzMjI4NjA0NjE4NjA0OjE2OTMyMjE4NTU6c3BfbXRmOjIwMDk4NzE5MDg2ODk4OjowOjo&url=%2FRed-Lemon-Unisex-adult-Waterproof-Charging%2Fdp%2FB09VGNTDRZ%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221855%26sprefix%3Dba%252Caps%252C283%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.1 out of 5 stars,544,‎B0B69M182Q,‎AcefourAccessoriesPvt.Ltd.,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDUzMjI4NjA0NjE4NjA0OjE2OTMyMjE4NTU6c3BfbXRmOjIwMDYzNzg0NDU4Mzk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221855%26sprefix%3Dba%252Caps%252C283%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"WILDHORN 31L Laptop Backpack for Men/Women I Fits upto 15.6"" Laptop I Waterproof I Travel/Business/College Bookbags",599,4.1 out of 5 stars,"1,647",‎B09QL81ZHB,‎WildHorn,https://www.amazon.in//WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL81ZHB/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-61
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,231,3.9 out of 5 stars,"3,866",B07NLB6FRS,"Nivia, Freewill Sports Pvt Ltd. - 391 Leather Complex Kapurthala Road Jalandhar,144021 (Punjab) Contact No. - 0181-5057000,5099000",https://www.amazon.in//Nivia-6853BKGR-Polyester-Black-Grey/dp/B07NLB6FRS/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-62
Gear Vintage2 28L Medium Size Faux Leather Water Resistant Anti Theft Unisex LaptopBackpack- Navy,979,4.4 out of 5 stars,"3,354",‎B07G4HH78P,‎GearMerchandisePVTLTD,https://www.amazon.in//Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-63
ADISA Women's Girls Party Sling Bag Crossbody,394,4.0 out of 5 stars,621,‎B0B2WBJ2H8,‎ADISA,https://www.amazon.in//ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-64
"Dyazo Water Resistant Camera Bag/Case Shoulder Strap Space for Photography Lens and Accessories Compatible for Nikon, Canon, Sony, Panasonic, Samsung & Other SLR/DSLR etc (Black & Silver)",799,4.3 out of 5 stars,539,‎B0BRJLWQ6R,‎Dyazo,https://www.amazon.in//Resistant-Photography-Accessories-Compatible-Panasonic/dp/B0BRJLWQ6R/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-65
Lenovo 15.6-inch Casual Laptop Briefcase T210,979,4.2 out of 5 stars,"20,924",‎B075Y6Y9H5,‎No,https://www.amazon.in//Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-66
"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",609,3.8 out of 5 stars,965,‎B09B277CR5,‎SafariIndustries,https://www.amazon.in//Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-67
Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,843,4.0 out of 5 stars,"6,378",‎B07XVMR33Q,‎AtulituAgency,https://www.amazon.in//ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-68
FRBG-NAVY BLUE LAPTOP BACKPACK,799,5.0 out of 5 stars,1,‎B0B5VHV5NH,"‎FOREVERBAGSIBLDNG.NO.B7B,GALANO.102/103/104,ParasnathComplex,Bhiwandi-421302",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDUzMjI4NjA0NjE4NjA0OjE2OTMyMjE4NTU6c3BfYnRmOjIwMTAzMjc2MzA0MTk4OjowOjo&url=%2FGeneric-FRBG-004-FRBG-NAVY-LAPTOP-BACKPACK%2Fdp%2FB0B5VHV5NH%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221855%26sprefix%3Dba%252Caps%252C283%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
uppercase 14 Ltrs Medium (14.6 Inch) Laptop Backpack 2100EBP1 Roll Top Office College 3x More Water Repellent Sustainable Bags With Rainproof Zippers For Unisex,"1,000",4.2 out of 5 stars,182,‎B0B691HSL3,‎AcefourAccessoriesPvt.Ltd.,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDUzMjI4NjA0NjE4NjA0OjE2OTMyMjE4NTU6c3BfYnRmOjIwMDk3NTc5NTAxNzk4OjowOjo&url=%2FUppercase-Medium-Laptop-Backpack-2100Ebp1%2Fdp%2FB0B691HSL3%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221855%26sprefix%3Dba%252Caps%252C283%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
